album,song,lyrics
Taylor Swift,I’m Only Me When I’m with You,Through it all nobody gets me like you do
Taylor Swift,I’m Only Me When I’m with You,And you know everything about me
Taylor Swift,I’m Only Me When I’m with You,You say that you can't live without me
Taylor Swift,I’m Only Me When I’m with You,I'm only up when you're not down
Taylor Swift,I’m Only Me When I’m with You,Don't wanna fly if you're still on the ground
Taylor Swift,I’m Only Me When I’m with You,It's like no matter what I do
Taylor Swift,I’m Only Me When I’m with You,"Well, you drive me crazy half the time"
Taylor Swift,I’m Only Me When I’m with You,"The other half, I'm only tryna"
Taylor Swift,I’m Only Me When I’m with You,Let you know that what I feel is true
Taylor Swift,I’m Only Me When I’m with You,And I'm only me when I'm with you
Taylor Swift,I’m Only Me When I’m with You,When I'm with anybody else
Taylor Swift,I’m Only Me When I’m with You,It's so hard to be myself
Taylor Swift,I’m Only Me When I’m with You,And only you can tell
Taylor Swift,I’m Only Me When I’m with You,That I'm only up when you're not down
Taylor Swift,I’m Only Me When I’m with You,Don't wanna fly if you're still on the ground
Taylor Swift,I’m Only Me When I’m with You,It's like no matter what I do
Taylor Swift,I’m Only Me When I’m with You,"Well, you drive me crazy half the time"
Taylor Swift,I’m Only Me When I’m with You,"The other half, I'm only tryna"
Taylor Swift,I’m Only Me When I’m with You,Let you know that what I feel is true
Taylor Swift,I’m Only Me When I’m with You,"And I'm only me, who I wanna be"
Taylor Swift,I’m Only Me When I’m with You,"Well, I'm only me when I'm with you"
Taylor Swift,I’m Only Me When I’m with You,With you
Taylor Swift,I’m Only Me When I’m with You,"Uh-huh, yeah"
Taylor Swift,Invisible,She can't see the way your eyes
Taylor Swift,Invisible,Light up when you smile
Taylor Swift,Invisible,She'll never notice how you stop and stare
Taylor Swift,Invisible,Whenever she walks by
Taylor Swift,Invisible,And you can't see me wanting you the way you want her
Taylor Swift,Invisible,But you are everything to me
Taylor Swift,Invisible,And I just wanna show you
Taylor Swift,Invisible,She don't even know you
Taylor Swift,Invisible,She's never gonna love you like I want to
Taylor Swift,Invisible,And you just see right through me
Taylor Swift,Invisible,But if you only knew me
Taylor Swift,Invisible,We could be a beautiful
Taylor Swift,Invisible,Miracle
Taylor Swift,Invisible,Unbelievable
Taylor Swift,Invisible,Instead of just invisible
Taylor Swift,Invisible,"Oh, yeah"
Taylor Swift,Invisible,There's a fire inside of you
Taylor Swift,Invisible,That can't help but shine through
Taylor Swift,Invisible,She's never gonna see the light
Taylor Swift,Invisible,No matter what you do
Taylor Swift,Invisible,And all I think about is how to make you think of me
Taylor Swift,Invisible,And everything that we could be
Taylor Swift,Invisible,I just wanna show you
Taylor Swift,Invisible,She don't even know you
Taylor Swift,Invisible,She's never gonna love you like I want to
Taylor Swift,Invisible,And you just see right through me
Taylor Swift,Invisible,If you only knew me
Taylor Swift,Invisible,We could be a beautiful
Taylor Swift,Invisible,Miracle
Taylor Swift,Invisible,Unbelievable
Taylor Swift,Invisible,Instead of just invisible
Taylor Swift,Invisible,Like shadows in a faded light
Taylor Swift,Invisible,"Oh, we're invisible"
Taylor Swift,Invisible,I just wanna open your eyes
Taylor Swift,Invisible,And make you realize
Taylor Swift,Invisible,I just wanna show you
Taylor Swift,Invisible,She don't even know you
Taylor Swift,Invisible,"Baby, let me love you"
Taylor Swift,Invisible,Let me want you
Taylor Swift,Invisible,You just see right through me
Taylor Swift,Invisible,But if you only knew me
Taylor Swift,Invisible,We could be a beautiful
Taylor Swift,Invisible,Miracle
Taylor Swift,Invisible,Unbelievable
Taylor Swift,Invisible,Instead of just invisible
Taylor Swift,Invisible,"Oh, yeah"
Taylor Swift,Invisible,She can't see the way your eyes
Taylor Swift,Invisible,Light up when you smile
Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?
Taylor Swift,A Perfectly Good Heart,"Why would you wanna take our love and tear it all apart, now?"
Taylor Swift,A Perfectly Good Heart,Why would you wanna make the very first scar?
Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?
Taylor Swift,A Perfectly Good Heart,Maybe I should've seen the signs
Taylor Swift,A Perfectly Good Heart,Should've read the writing on the wall
Taylor Swift,A Perfectly Good Heart,And realized by the distance in your eyes that I would be the one to fall
Taylor Swift,A Perfectly Good Heart,"No matter what you say, I still can't believe"
Taylor Swift,A Perfectly Good Heart,That you would walk away
Taylor Swift,A Perfectly Good Heart,"It don't make sense to me, but"
Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?
Taylor Swift,A Perfectly Good Heart,"Why would you wanna take our love and tear it all apart, now?"
Taylor Swift,A Perfectly Good Heart,Why would you wanna make the very first scar?
Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?
Taylor Swift,A Perfectly Good Heart,It's not unbroken anymore
Taylor Swift,A Perfectly Good Heart,How do I get it back the way it was before?
Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?
Taylor Swift,A Perfectly Good Heart,"Why would you wanna take our love and tear it all apart, now?"
Taylor Swift,A Perfectly Good Heart,Why would you wanna make the very first scar?
Taylor Swift,A Perfectly Good Heart,Why would you wanna break? Why would you wanna break it?
Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?
Taylor Swift,A Perfectly Good Heart,"Why would you wanna take our love and tear it all apart, now?"
Taylor Swift,A Perfectly Good Heart,Why would you wanna make the very first scar?
Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?
Taylor Swift,Teardrops on My Guitar (Pop Version),Drew looks at me
Taylor Swift,Teardrops on My Guitar (Pop Version),I fake a smile so he won't see
Taylor Swift,Teardrops on My Guitar (Pop Version),What I want and I need
Taylor Swift,Teardrops on My Guitar (Pop Version),And everything that we should be
Taylor Swift,Teardrops on My Guitar (Pop Version),I'll bet she's beautiful
Taylor Swift,Teardrops on My Guitar (Pop Version),That girl he talks about
Taylor Swift,Teardrops on My Guitar (Pop Version),And she's got everything
Taylor Swift,Teardrops on My Guitar (Pop Version),That I have to live without
Taylor Swift,Teardrops on My Guitar (Pop Version),Drew talks to me
Taylor Swift,Teardrops on My Guitar (Pop Version),I laugh 'cause it's just so funny
Taylor Swift,Teardrops on My Guitar (Pop Version),But I can't even see
Taylor Swift,Teardrops on My Guitar (Pop Version),Anyone when he's with me
Taylor Swift,Teardrops on My Guitar (Pop Version),He says he's so in love
Taylor Swift,Teardrops on My Guitar (Pop Version),He's finally got it right
Taylor Swift,Teardrops on My Guitar (Pop Version),I wonder if he knows
Taylor Swift,Teardrops on My Guitar (Pop Version),He's all I think about at night
Taylor Swift,Teardrops on My Guitar (Pop Version),He's the reason for the teardrops on my guitar
Taylor Swift,Teardrops on My Guitar (Pop Version),The only thing that keeps me wishing on a wishing star
Taylor Swift,Teardrops on My Guitar (Pop Version),He's the song in the car I keep singing
Taylor Swift,Teardrops on My Guitar (Pop Version),Don't know why I do
Taylor Swift,Teardrops on My Guitar (Pop Version),Drew walks by me
Taylor Swift,Teardrops on My Guitar (Pop Version),Can he tell that I can't breathe?
Taylor Swift,Teardrops on My Guitar (Pop Version),"And there he goes, so perfectly"
Taylor Swift,Teardrops on My Guitar (Pop Version),The kind of flawless I wish I could be
Taylor Swift,Teardrops on My Guitar (Pop Version),She better hold him tight
Taylor Swift,Teardrops on My Guitar (Pop Version),Give him all her love
Taylor Swift,Teardrops on My Guitar (Pop Version),Look in those beautiful eyes
Taylor Swift,Teardrops on My Guitar (Pop Version),And know she's lucky 'cause
Taylor Swift,Teardrops on My Guitar (Pop Version),He's the reason for the teardrops on my guitar
Taylor Swift,Teardrops on My Guitar (Pop Version),The only thing that keeps me wishing on a wishing star
Taylor Swift,Teardrops on My Guitar (Pop Version),He's the song in the car I keep singing
Taylor Swift,Teardrops on My Guitar (Pop Version),Don't know why I do
Taylor Swift,Teardrops on My Guitar (Pop Version),So I drive home alone
Taylor Swift,Teardrops on My Guitar (Pop Version),As I turn out the light
Taylor Swift,Teardrops on My Guitar (Pop Version),I'll put his picture down
Taylor Swift,Teardrops on My Guitar (Pop Version),And maybe get some sleep tonight
Taylor Swift,Teardrops on My Guitar (Pop Version),'Cause he's the reason for the teardrops on my guitar
Taylor Swift,Teardrops on My Guitar (Pop Version),The only one who's got enough of me to break my heart
Taylor Swift,Teardrops on My Guitar (Pop Version),He's the song in the car I keep singing
Taylor Swift,Teardrops on My Guitar (Pop Version),Don't know why I do
Taylor Swift,Teardrops on My Guitar (Pop Version),"He's the time taken up, but there's never enough"
Taylor Swift,Teardrops on My Guitar (Pop Version),And he's all that I need to fall into
Taylor Swift,Teardrops on My Guitar (Pop Version),Drew looks at me
Taylor Swift,Teardrops on My Guitar (Pop Version),I fake a smile so he won't see
Speak Now ,Mine,"You were in college, working part-time, waiting tables"
Speak Now ,Mine,Left a small town and never looked back
Speak Now ,Mine,"I was a flight risk, with a fear of falling"
Speak Now ,Mine,"Wondering why we bother with love, if it never lasts"
Speak Now ,Mine,"I say, ""Can you believe it?"""
Speak Now ,Mine,As we're lying on the couch
Speak Now ,Mine,"The moment, I could see it"
Speak Now ,Mine,"Yes, yes, I can see it now"
Speak Now ,Mine,"Do you remember, we were sitting there, by the water?"
Speak Now ,Mine,You put your arm around me for the first time
Speak Now ,Mine,You made a rebel of a careless man's careful daughter
Speak Now ,Mine,You are the best thing that's ever been mine
Speak Now ,Mine,"Flash forward, and we're taking on the world together"
Speak Now ,Mine,And there's a drawer of my things at your place
Speak Now ,Mine,You learn my secrets and you figure out why I'm guarded
Speak Now ,Mine,You say we'll never make my parents' mistakes
Speak Now ,Mine,But we got bills to pay
Speak Now ,Mine,We got nothing figured out
Speak Now ,Mine,When it was hard to take
Speak Now ,Mine,"Yes, yes"
Speak Now ,Mine,This is what I thought about:
Speak Now ,Mine,"Do you remember, we were sitting there, by the water?"
Speak Now ,Mine,You put your arm around me for the first time
Speak Now ,Mine,You made a rebel of a careless man's careful daughter
Speak Now ,Mine,You are the best thing that's ever been mine
Speak Now ,Mine,Do you remember all the city lights on the water?
Speak Now ,Mine,You saw me start to believe for the first time
Speak Now ,Mine,You made a rebel of a careless man's careful daughter
Speak Now ,Mine,You are the best thing that's ever been mine
Speak Now ,Mine,"And I remember that fight, 2:30 AM"
Speak Now ,Mine,As everything was slipping right out of our hands
Speak Now ,Mine,"I ran out, crying, and you followed me out into the street"
Speak Now ,Mine,Braced myself for the goodbye
Speak Now ,Mine,'Cause that's all I've ever known
Speak Now ,Mine,"Then, you took me by surprise"
Speak Now ,Mine,"You said, ""I'll never leave you alone."""
Speak Now ,Mine,"You said, ""I remember how we felt, sitting by the water"
Speak Now ,Mine,"And every time I look at you, it's like the first time"
Speak Now ,Mine,I fell in love with a careless man's careful daughter
Speak Now ,Mine,"She is the best thing that's ever been mine"""
Speak Now ,Mine,"Hold on, make it last"
Speak Now ,Mine,"Hold on, never turn back"
Speak Now ,Mine,You made a rebel of a careless man's careful daughter
Speak Now ,Mine,You are the best thing that's ever been mine
Speak Now ,Mine,"Yeah, yeah"
Speak Now ,Mine,Do you believe it? (Hold on)
Speak Now ,Mine,We're gonna make it now (Hold on)
Speak Now ,Mine,And I can see it
Speak Now ,Mine,"Yeah, yeah"
Speak Now ,Mine,I can see it now (See it now)
Speak Now ,Sparks Fly,The way you move is like a full on rainstorm
Speak Now ,Sparks Fly,And I'm a house of cards
Speak Now ,Sparks Fly,You're the kind of reckless
Speak Now ,Sparks Fly,That should send me running
Speak Now ,Sparks Fly,But I kinda know that I won't get far
Speak Now ,Sparks Fly,And you stood there in front of me
Speak Now ,Sparks Fly,Just close enough to touch
Speak Now ,Sparks Fly,Close enough to hope you couldn't see
